AB Actor Overlap,AB Relationship Overlap,Unique A Actors,Unique B Actors,Unique A Relationships,Unique B Relationships
,"('Lou Allstadt', 'George Westcott')",,,,
,"('Gary Simpson', 'Ken Fogerty')",,,,
,"('Kenneth Barton', 'Richard Downey')",,,,
,"('James Little', 'George Westcott')",,,,
,"('Wilma Subra', 'Irmin Mody')",,,,
,"('Peter Flanagan', 'Jeffrey Blanchard')",,,,
,"('Peter Mason', 'Jeff Webb')",,,,
,"('Brian Conover', 'Ross Iannello')",,,,
,"('Shane Butler', 'Kenneth Barton')",,,,
,"('Barbara Odell', 'Florence Doller')",,,,
,"('Lester Sittler', 'Adrian Kuzminski')",,,,
,"('John Schaeffer', 'Robert Wansor')",,,,
,"('Thomas Turner', 'Marcas Flindt')",,,,
,"('Dennis Brown', 'Steve Harris')",,,,
,"('Shane Butler', 'Nicole Dillingham')",,,,
,"('Donna Jones', 'Todd Paternoster')",,,,
,"('Carol Robinson', 'John Conrad')",,,,
,"('Dennis Brown', 'Scott Kurkowski')",,,,
,"('James Bays', 'Florence Doller')",,,,
,"('Linda Olin', 'Evan Williams')",,,,
,"('Ed Stratton', 'Rob DeClue')",,,,
,"('Clifford Crouch', 'Jonathan Dunckel')",,,,
,"('Michael Miles', 'John Schaeffer')",,,,
,"('Peter Mason', 'Lester Sittler')",,,,
,"('Barbara Odell', 'Jeff Webb')",,,,
,"('Robert Wansor', 'James Little')",,,,
,"('Gary Simpson', 'Dennis Holbrook')",,,,
,"('Ed Stratton', 'Todd Paternoster')",,,,
,"('Fred Heisler', 'David Law')",,,,
,"('Jeffrey Blanchard', 'Paul Hamilton')",,,,
,"('Brian Conover', 'Todd Paternoster')",,,,
,"('Dennis Brown', 'Laurie Buckmaster')",,,,
,"('Peter Mason', 'Dennis Holbrook')",,,,
,"('Kelly Branigan', 'Robert Evans')",,,,
,"('Scott Kurkowski', 'Tim Whitesell')",,,,
,"('Robert Wansor', 'Tim Whitesell')",,,,
,"('Wilma Subra', 'Gary Simpson')",,,,
,"('Rex Thorton', 'Jerry Kreiner')",,,,
,"('Irmin Mody', 'Scott Kurkowski')",,,,
,"('Bob Thomas', 'Lou Allstadt')",,,,
,"('Tim Whitesell', 'Marcas Flindt')",,,,
,"('Robert Jeffrey', 'James McNeil')",,,,
,"('Rena Doing', 'Carol Ralbag')",,,,
,"('John Lawrence', 'Dennis Brown')",,,,
,"('Jerry Kreiner', 'Pete Grannis')",,,,
,"('David Dunckel', 'Ellen Harrington')",,,,
,"('Gary Simpson', 'Rena Doing')",,,,
,"('Michael Bernhardt', 'David Law')",,,,
,"('Therese Myers', 'Jack Cook')",,,,
,"('Robert Evans', 'Richard Downey')",,,,
,"('Fred Heisler', 'Steven Palmatier')",,,,
,"('Jerry Kreiner', 'James Bays')",,,,
,"('Rex Thorton', 'Robert Evans')",,,,
,"('Bob Thomas', 'Brian Conover')",,,,
,"('Robert McCarthy', 'Joseph Zaczek')",,,,
,"('Glenn Hubbell', 'Brian Conover')",,,,
,"('Kelly Branigan', 'John Conrad')",,,,
,"('Dennis Brown', 'Joseph Zaczek')",,,,
,"('Shane Butler', 'Barbara Odell')",,,,
,"('Robert Evans', 'Andrew Cuomo')",,,,
,"('Rob DeClue', 'Barbara Odell')",,,,
,"('Peter Flanagan', 'John Conrad')",,,,
,"('Carol Robinson', 'Ellen Harrington')",,,,
,"('Barb Roberts', 'Jerry Kreiner')",,,,
,"('Bryant LaTourette', 'Richard Downey')",,,,
,"('Michael Miles', 'John Lawrence')",,,,
,"('James Little', 'Steven Palmatier')",,,,
,"('Kenneth Barton', 'Irmin Mody')",,,,
,"('Linda Olin', 'Rob DeClue')",,,,
,"('Carol Ralbag', 'Jeff Webb')",,,,
,"('George Seneck', 'Michael Bernhardt')",,,,
,"('Richard Downey', 'Dennis Holbrook')",,,,
,"('Gary Simpson', 'Brian Conover')",,,,
,"('Charles Mastro', 'Steve Harris')",,,,
,"('James Maddalone', 'Marcas Flindt')",,,,
,"('Rex Thorton', 'James Little')",,,,
,"('Irmin Mody', 'Rob DeClue')",,,,
,"('Jack Cook', 'Todd Paternoster')",,,,
,"('Therese Myers', 'Arrington Canor')",,,,
,"('Rex Thorton', 'Lawrence Wilcox')",,,,
,"('Bryant LaTourette', 'Terry Stark')",,,,
,"('Robert Evans', 'Paul Hamilton')",,,,
,"('Andrew Cuomo', 'Laurie Buckmaster')",,,,
,"('Lester Sittler', 'Calvin Tillman')",,,,
,"('Peter Flanagan', 'Adrian Kuzminski')",,,,
,"('Glenn Hubbell', 'Jeff Webb')",,,,
,"('Wayne Outwater', 'Robert Evans')",,,,
,"('Peter Mason', 'James Northrup')",,,,
,"('Bob Thomas', 'Tom Ives')",,,,
,"('Robert Evans', 'Lester Sittler')",,,,
,"('Jonathan Dunckel', 'Florence Doller')",,,,
,"('Robert Jeffrey', 'Rob DeClue')",,,,
,"('Calvin Tillman', 'Steve Harris')",,,,
,"('Therese Myers', 'Dennis Brown')",,,,
,"('Robert Wansor', 'Lester Sittler')",,,,
,"('Kelly Branigan', 'Thomas Turner')",,,,
,"('Carol Robinson', 'Jeff Webb')",,,,
,"('Thomas Libous', 'Tim Whitesell')",,,,
,"('Adrian Kuzminski', 'James Northrup')",,,,
,"('Ed Stratton', 'James Northrup')",,,,
,"('Scott Kurkowski', 'Jeff Webb')",,,,
,"('Tom Ives', 'Ellen Harrington')",,,,
,"('David Dunckel', 'Linda Olin')",,,,
,"('Fred Heisler', 'Brian Conover')",,,,
,"('Peter Mason', 'David DeClue')",,,,
,"('Nicole Dillingham', 'Jerry Kreiner')",,,,
,"('James Bays', 'Paul Hamilton')",,,,
,"('Glenn Hubbell', 'Dolores Nabinger')",,,,
,"('John Schaeffer', 'Jack Cook')",,,,
,"('Shane Butler', 'Bryant LaTourette')",,,,
,"('Carl Ivarson', 'Steven Palmatier')",,,,
,"('Robert Jeffrey', 'Marcas Flindt')",,,,
,"('Dennis Brown', 'Calvin Tillman')",,,,
,"('Drew Piaschyk', 'John Conrad')",,,,
,"('Jack Cook', 'Florence Doller')",,,,
,"('Pete Grannis', 'Steven Palmatier')",,,,
,"('Robert Jeffrey', 'Tim Whitesell')",,,,
,"('Ed Stratton', 'Clifford Crouch')",,,,
,"('Robert Jeffrey', 'Charles Mastro')",,,,
,"('Brian Conover', 'David Law')",,,,
,"('John Conrad', 'Dennis Brown')",,,,
,"('John Schaeffer', 'Calvin Tillman')",,,,
,"('Evan Williams', 'Terry Stark')",,,,
,"('Thomas Grace', 'Adrian Kuzminski')",,,,
,"('Kenneth Barton', 'Scott Kurkowski')",,,,
,"('Kenneth Barton', 'Thomas Turner')",,,,
,"('Irmin Mody', 'James McNeil')",,,,
,"('Ryan Holbrook', 'Kenneth Barton')",,,,
,"('Lester Sittler', 'Barbara Odell')",,,,
,"('James Little', 'Thomas Libous')",,,,
,"('Joseph Zaczek', 'Laurie Buckmaster')",,,,
,"('James Northrup', 'Dolores Nabinger')",,,,
,"('Thomas Turner', 'Clifford Crouch')",,,,
,"('Bradd Vickers', 'Patricia Wakefield')",,,,
,"('Peter Cordes', 'Dolores Nabinger')",,,,
,"('Carol Robinson', 'Adrian Kuzminski')",,,,
,"('Gary Simpson', 'Bradd Vickers')",,,,
,"('Thomas Grace', 'Carol Robinson')",,,,
,"('Nicole Dillingham', 'Dolores Nabinger')",,,,
,"('Eric Wilson', 'Glenn Hubbell')",,,,
,"('Jack Cook', 'Laurie Buckmaster')",,,,
,"('Eric Wilson', 'Drew Piaschyk')",,,,
,"('Terry Stark', 'Ellen Harrington')",,,,
,"('Rob DeClue', 'Jonathan Dunckel')",,,,
,"('Robert Jeffrey', 'James Bays')",,,,
,"('Lester Sittler', 'David Paterson')",,,,
,"('Bob Thomas', 'David Law')",,,,
,"('Ken Smith', 'Dennis Holbrook')",,,,
,"('Clifford Crouch', 'Joseph Zaczek')",,,,
,"('Drew Piaschyk', 'Ellen Harrington')",,,,
,"('Lou Allstadt', 'Jonathan Dunckel')",,,,
,"('David Dunckel', 'Richard Schlag')",,,,
,"('Lawrence Wilcox', 'Steven Palmatier')",,,,
,"('Richard Downey', 'Patricia Wakefield')",,,,
,"('Jack Cook', 'Steve Harris')",,,,
,"('Wayne Outwater', 'Donna Jones')",,,,
,"('Fred Heisler', 'Glenn Hubbell')",,,,
,"('Evan Williams', 'James McNeil')",,,,
,"('Ken Smith', 'Jonathan Dunckel')",,,,
,"('David DeClue', 'Dennis Holbrook')",,,,
,"('Fred Heisler', 'Adrian Kuzminski')",,,,
,"('Drew Piaschyk', 'Therese Myers')",,,,
,"('Lester Sittler', 'Laurie Buckmaster')",,,,
,"('Donna Jones', 'Robert Wansor')",,,,
,"('John Schaeffer', 'Robert Jeffrey')",,,,
,"('Lester Sittler', 'Lawrence Wilcox')",,,,
,"('Kenneth Barton', 'Calvin Tillman')",,,,
,"('Glenn Hubbell', 'Steven Palmatier')",,,,
,"('Shane Butler', 'Rex Thorton')",,,,
,"('Tom Ives', 'Marcas Flindt')",,,,
,"('Peter Mason', 'Arrington Canor')",,,,
,"('Shane Butler', 'James Bays')",,,,
,"('Shane Butler', 'Fred Heisler')",,,,
,"('Michael Bernhardt', 'Scott Kurkowski')",,,,
,"('Jack Cook', 'Ellen Harrington')",,,,
,"('Robert Jeffrey', 'Jeff Webb')",,,,
,"('George Seneck', 'Michael Miles')",,,,
,"('Wayne Outwater', 'Richard Schlag')",,,,
,"('Andrew Cuomo', 'Thomas Turner')",,,,
,"('Carol Ralbag', 'Jonathan Dunckel')",,,,
,"('Donna Jones', 'Thomas Libous')",,,,
,"('Peter Cordes', 'Lawrence Wilcox')",,,,
,"('Michael Bernhardt', 'Dolores Nabinger')",,,,
,"('Andrew Cuomo', 'Lawrence Wilcox')",,,,
,"('Thomas Libous', 'Dennis Holbrook')",,,,
,"('Clifford Crouch', 'Patricia Wakefield')",,,,
,"('Carol Robinson', 'James Bays')",,,,
,"('Drew Piaschyk', 'Donna Jones')",,,,
,"('Richard Downey', 'Calvin Tillman')",,,,
,"('Michael Miles', 'Marcas Flindt')",,,,
,"('Ken Smith', 'Irmin Mody')",,,,
,"('Wilma Subra', 'Kenneth Barton')",,,,
,"('Irmin Mody', 'Todd Paternoster')",,,,
,"('Adrian Kuzminski', 'David Paterson')",,,,
,"('Michael Bernhardt', 'Richard Downey')",,,,
,"('Ken Smith', 'Paul Hamilton')",,,,
,"('John Schaeffer', 'Patricia Wakefield')",,,,
,"('Rex Thorton', 'Donna Jones')",,,,
,"('James Little', 'Steve Harris')",,,,
,"('Linda Olin', 'Lawrence Wilcox')",,,,
,"('Wilma Subra', 'John Schaeffer')",,,,
,"('Clifford Crouch', 'David DeClue')",,,,
,"('James McNeil', 'Todd Paternoster')",,,,
,"('Peter Mason', 'David Law')",,,,
,"('Gary Simpson', 'Thomas Grace')",,,,
,"('Jerry Kreiner', 'Ross Iannello')",,,,
,"('Lou Allstadt', 'Pete Grannis')",,,,
,"('Bryant LaTourette', 'Calvin Tillman')",,,,
,"('George Seneck', 'Tom Ives')",,,,
,"('Robert Jeffrey', 'Irmin Mody')",,,,
,"('Donna Jones', 'David Paterson')",,,,
,"('Bradd Vickers', 'Adrian Kuzminski')",,,,
,"('Glenn Hubbell', 'James McNeil')",,,,
,"('Wayne Outwater', 'Jeff Webb')",,,,
,"('James Little', 'Jeff Webb')",,,,
,"('Fred Heisler', 'Clifford Crouch')",,,,
,"('Thomas Turner', 'Adrian Kuzminski')",,,,
,"('Donna Jones', 'Jack Cook')",,,,
,"('Therese Myers', 'Steve Harris')",,,,
,"('Andrew Cuomo', 'Steve Harris')",,,,
,"('Shane Butler', 'Barb Roberts')",,,,
,"('Jack Cook', 'Dennis Holbrook')",,,,
,"('Carol Robinson', 'James McNeil')",,,,
,"('Wilma Subra', 'Patricia Wakefield')",,,,
,"('Drew Piaschyk', 'Patricia Wakefield')",,,,
,"('Rob DeClue', 'Dennis Holbrook')",,,,
,"('Gary Simpson', 'Linda Olin')",,,,
,"('Terry Stark', 'Florence Doller')",,,,
,"('Michael Miles', 'James Bays')",,,,
,"('Thomas Grace', 'Joseph Zaczek')",,,,
,"('Drew Piaschyk', 'Linda Olin')",,,,
,"('Ken Fogerty', 'Todd Paternoster')",,,,
,"('Peter Mason', 'Dennis Brown')",,,,
,"('Bob Thomas', 'Rex Thorton')",,,,
,"('John Schaeffer', 'James Little')",,,,
,"('Carl Ivarson', 'Tom Ives')",,,,
,"('Gary Simpson', 'Dennis Brown')",,,,
,"('Bradd Vickers', 'David Law')",,,,
,"('Michael Miles', 'Ken Smith')",,,,
,"('Michael Miles', 'Jonathan Dunckel')",,,,
,"('Michael Miles', 'Adrian Kuzminski')",,,,
,"('Nicole Dillingham', 'Richard Downey')",,,,
,"('Thomas Libous', 'Adrian Kuzminski')",,,,
,"('David DeClue', 'Jonathan Dunckel')",,,,
,"('James Little', 'Ellen Harrington')",,,,
,"('Calvin Tillman', 'David DeClue')",,,,
,"('Peter Flanagan', 'Tom Ives')",,,,
,"('Richard Schlag', 'Tom Ives')",,,,
,"('Robert Jeffrey', 'Lester Sittler')",,,,
,"('Shane Butler', 'Todd Paternoster')",,,,
,"('Carol Robinson', 'Thomas Turner')",,,,
,"('Drew Piaschyk', 'Pete Grannis')",,,,
,"('Glenn Hubbell', 'Clifford Crouch')",,,,
,"('Bradd Vickers', 'Irmin Mody')",,,,
,"('Gary Simpson', 'Carl Ivarson')",,,,
,"('Rena Doing', 'Andrew Cuomo')",,,,
,"('Dolores Nabinger', 'Tim Whitesell')",,,,
,"('Carol Ralbag', 'Calvin Tillman')",,,,
,"('Kenneth Barton', 'Tom Ives')",,,,
,"('Richard Downey', 'Jeff Webb')",,,,
,"('Gary Simpson', 'Donna Jones')",,,,
,"('Rex Thorton', 'Rena Doing')",,,,
,"('Gary Simpson', 'Barbara Odell')",,,,
,"('Irmin Mody', 'Joseph Zaczek')",,,,
,"('Therese Myers', 'Joseph Zaczek')",,,,
,"('George Seneck', 'Lou Allstadt')",,,,
,"('Rena Doing', 'Irmin Mody')",,,,
,"('Lester Sittler', 'James Northrup')",,,,
,"('Nicole Dillingham', 'Todd Paternoster')",,,,
,"('Michael Miles', 'David Paterson')",,,,
,"('Thomas Grace', 'Scott Kurkowski')",,,,
,"('Robert Jeffrey', 'Scott Kurkowski')",,,,
,"('Tom Ives', 'Charles Mastro')",,,,
,"('Carl Ivarson', 'Jack Cook')",,,,
,"('Linda Olin', 'Brian Conover')",,,,
,"('Donna Jones', 'Tom Ives')",,,,
,"('George Westcott', 'David Law')",,,,
,"('Wilma Subra', 'Terry Stark')",,,,
,"('Linda Olin', 'Thomas Libous')",,,,
,"('Joseph Zaczek', 'Todd Paternoster')",,,,
,"('John Schaeffer', 'Dennis Holbrook')",,,,
,"('Nicole Dillingham', 'Carl Ivarson')",,,,
,"('Bob Thomas', 'Donna Jones')",,,,
,"('Michael Bernhardt', 'Richard Schlag')",,,,
,"('Thomas Libous', 'Florence Doller')",,,,
,"('Terry Stark', 'James Northrup')",,,,
,"('Lester Sittler', 'Steve Harris')",,,,
,"('Evan Williams', 'Jonathan Dunckel')",,,,
,"('Bob Thomas', 'James McNeil')",,,,
,"('Ken Fogerty', 'Florence Doller')",,,,
,"('Robert Evans', 'Adrian Kuzminski')",,,,
,"('James Maddalone', 'David Law')",,,,
,"('Robert Evans', 'Jerry Kreiner')",,,,
,"('Fred Heisler', 'Michael Bernhardt')",,,,
,"('Peter Cordes', 'Carol Ralbag')",,,,
,"('Eric Wilson', 'Carol Ralbag')",,,,
,"('Eric Wilson', 'Bradd Vickers')",,,,
,"('Wilma Subra', 'Linda Olin')",,,,
,"('Paul Hamilton', 'Charles Mastro')",,,,
,"('Barb Roberts', 'James McNeil')",,,,
,"('Peter Flanagan', 'Scott Kurkowski')",,,,
,"('Ryan Holbrook', 'Paul Hamilton')",,,,
,"('David Paterson', 'Marcas Flindt')",,,,
,"('David Paterson', 'James Maddalone')",,,,
,"('Bryant LaTourette', 'Richard Schlag')",,,,
,"('Glenn Hubbell', 'Irmin Mody')",,,,
,"('John Schaeffer', 'Lester Sittler')",,,,
,"('John Conrad', 'Dolores Nabinger')",,,,
,"('Barb Roberts', 'Michael Bernhardt')",,,,
,"('Jack Cook', 'David DeClue')",,,,
,"('Gary Simpson', 'Jerry Kreiner')",,,,
,"('Lawrence Wilcox', 'James McNeil')",,,,
,"('Robert Evans', 'Tim Whitesell')",,,,
,"('Bob Thomas', 'Pete Grannis')",,,,
,"('Bryant LaTourette', 'Marcas Flindt')",,,,
,"('Jeffrey Blanchard', 'Arrington Canor')",,,,
,"('Robert McCarthy', 'David Law')",,,,
,"('Nicole Dillingham', 'Marcas Flindt')",,,,
,"('Eric Wilson', 'Carl Ivarson')",,,,
,"('Arrington Canor', 'Dolores Nabinger')",,,,
,"('Jeffrey Blanchard', 'Ross Iannello')",,,,
,"('Peter Mason', 'John Lawrence')",,,,
,"('Carol Robinson', 'Ross Iannello')",,,,
,"('Fred Heisler', 'Jack Cook')",,,,
,"('James Little', 'Calvin Tillman')",,,,
,"('Brian Conover', 'James Northrup')",,,,
,"('Robert Jeffrey', 'Michael Bernhardt')",,,,
,"('Adrian Kuzminski', 'Barbara Odell')",,,,
,"('Carl Ivarson', 'Patricia Wakefield')",,,,
,"('Ryan Holbrook', 'Jeff Webb')",,,,
,"('Scott Kurkowski', 'Richard Downey')",,,,
,"('Richard Downey', 'Todd Paternoster')",,,,
,"('Kenneth Barton', 'Jeff Webb')",,,,
,"('Nicole Dillingham', 'Carol Ralbag')",,,,
,"('Ken Smith', 'Terry Stark')",,,,
,"('John Conrad', 'Carol Ralbag')",,,,
,"('Shane Butler', 'Rob DeClue')",,,,
,"('Rex Thorton', 'Bradd Vickers')",,,,
,"('Jeff Webb', 'David Law')",,,,
,"('George Seneck', 'Ken Smith')",,,,
,"('Ed Stratton', 'Richard Schlag')",,,,
,"('Kenneth Barton', 'Carol Robinson')",,,,
,"('James McNeil', 'George Westcott')",,,,
,"('Jack Cook', 'Clifford Crouch')",,,,
,"('Terry Stark', 'Dennis Holbrook')",,,,
,"('Robert Wansor', 'Thomas Grace')",,,,
,"('Rob DeClue', 'Tim Whitesell')",,,,
,"('Michael Bernhardt', 'David Paterson')",,,,
,"('Evan Williams', 'Steven Palmatier')",,,,
,"('Brian Conover', 'Dennis Holbrook')",,,,
,"('Lester Sittler', 'James Maddalone')",,,,
,"('Clifford Crouch', 'Richard Downey')",,,,
,"('Robert Evans', 'Rena Doing')",,,,
,"('Andrew Cuomo', 'Barb Roberts')",,,,
,"('Wayne Outwater', 'Glenn Hubbell')",,,,
,"('Robert McCarthy', 'Barbara Odell')",,,,
,"('Evan Williams', 'Laurie Buckmaster')",,,,
,"('Shane Butler', 'Donna Jones')",,,,
,"('Wayne Outwater', 'Richard Downey')",,,,
,"('Carol Robinson', 'Scott Kurkowski')",,,,
,"('Andrew Cuomo', 'David Law')",,,,
,"('Therese Myers', 'David Law')",,,,
,"('Marcas Flindt', 'Charles Mastro')",,,,
,"('Ryan Holbrook', 'Kelly Branigan')",,,,
,"('Peter Cordes', 'Robert Jeffrey')",,,,
,"('Wilma Subra', 'Steve Harris')",,,,
,"('Thomas Libous', 'Barbara Odell')",,,,
,"('Calvin Tillman', 'Dolores Nabinger')",,,,
,"('Fred Heisler', 'George Westcott')",,,,
,"('Bob Thomas', 'Bradd Vickers')",,,,
,"('Ryan Holbrook', 'Ellen Harrington')",,,,
,"('Fred Heisler', 'Therese Myers')",,,,
,"('Ken Smith', 'Florence Doller')",,,,
,"('David Dunckel', 'Dennis Brown')",,,,
,"('James Little', 'Bradd Vickers')",,,,
,"('Thomas Turner', 'Richard Schlag')",,,,
,"('Bradd Vickers', 'Laurie Buckmaster')",,,,
,"('Michael Bernhardt', 'Charles Mastro')",,,,
,"('John Schaeffer', 'Jonathan Dunckel')",,,,
,"('Wilma Subra', 'Dolores Nabinger')",,,,
,"('Nicole Dillingham', 'Robert Jeffrey')",,,,
,"('Glenn Hubbell', 'James Northrup')",,,,
,"('James McNeil', 'Rob DeClue')",,,,
,"('David Paterson', 'Ellen Harrington')",,,,
,"('Peter Mason', 'Eric Wilson')",,,,
,"('Rena Doing', 'Jeff Webb')",,,,
,"('James Northrup', 'Charles Mastro')",,,,
,"('Arrington Canor', 'Richard Schlag')",,,,
,"('Peter Flanagan', 'Lester Sittler')",,,,
,"('Rena Doing', 'Jerry Kreiner')",,,,
,"('Therese Myers', 'Linda Olin')",,,,
,"('George Seneck', 'Adrian Kuzminski')",,,,
,"('Jack Cook', 'Carol Ralbag')",,,,
,"('Michael Bernhardt', 'John Conrad')",,,,
,"('Irmin Mody', 'James Maddalone')",,,,
,"('Gary Simpson', 'Andrew Cuomo')",,,,
,"('Nicole Dillingham', 'Barb Roberts')",,,,
,"('Andrew Cuomo', 'Bradd Vickers')",,,,
,"('Robert Jeffrey', 'Arrington Canor')",,,,
,"('Peter Mason', 'Peter Flanagan')",,,,
,"('Robert Jeffrey', 'Richard Schlag')",,,,
,"('Wilma Subra', 'Peter Cordes')",,,,
,"('Lester Sittler', 'Terry Stark')",,,,
,"('James Maddalone', 'George Westcott')",,,,
,"('Fred Heisler', 'James McNeil')",,,,
,"('Jerry Kreiner', 'Adrian Kuzminski')",,,,
,"('Kelly Branigan', 'Marcas Flindt')",,,,
,"('Lester Sittler', 'Joseph Zaczek')",,,,
,"('Kelly Branigan', 'George Seneck')",,,,
,"('David Dunckel', 'Dennis Holbrook')",,,,
,"('Thomas Grace', 'James Bays')",,,,
,"('Richard Schlag', 'Jonathan Dunckel')",,,,
,"('Lawrence Wilcox', 'Barbara Odell')",,,,
,"('Robert Jeffrey', 'Dennis Brown')",,,,
,"('Shane Butler', 'Gary Simpson')",,,,
,"('John Lawrence', 'David Law')",,,,
,"('Peter Mason', 'Lawrence Wilcox')",,,,
,"('Lester Sittler', 'Steven Palmatier')",,,,
,"('Linda Olin', 'Thomas Turner')",,,,
,"('Terry Stark', 'George Westcott')",,,,
,"('Shane Butler', 'John Conrad')",,,,
,"('Brian Conover', 'Terry Stark')",,,,
,"('Bryant LaTourette', 'Paul Hamilton')",,,,
,"('Lester Sittler', 'Rob DeClue')",,,,
,"('Drew Piaschyk', 'David Dunckel')",,,,
,"('Shane Butler', 'Arrington Canor')",,,,
,"('Fred Heisler', 'John Conrad')",,,,
,"('John Schaeffer', 'Tom Ives')",,,,
,"('Irmin Mody', 'Pete Grannis')",,,,
,"('Jeffrey Blanchard', 'Ellen Harrington')",,,,
,"('Ryan Holbrook', 'David Dunckel')",,,,
,"('John Conrad', 'David DeClue')",,,,
,"('Jeffrey Blanchard', 'Terry Stark')",,,,
,"('Wilma Subra', 'David Paterson')",,,,
,"('James Maddalone', 'Steve Harris')",,,,
,"('Wayne Outwater', 'Marcas Flindt')",,,,
,"('Bradd Vickers', 'Arrington Canor')",,,,
,"('Steven Palmatier', 'Dolores Nabinger')",,,,
,"('Florence Doller', 'Laurie Buckmaster')",,,,
,"('Drew Piaschyk', 'James Northrup')",,,,
,"('George Seneck', 'Lester Sittler')",,,,
,"('Arrington Canor', 'Thomas Turner')",,,,
,"('Linda Olin', 'Barbara Odell')",,,,
,"('Bob Thomas', 'Rena Doing')",,,,
,"('Carl Ivarson', 'Lester Sittler')",,,,
,"('David Dunckel', 'Barbara Odell')",,,,
,"('Therese Myers', 'Adrian Kuzminski')",,,,
,"('Robert Evans', 'Steven Palmatier')",,,,
,"('Laurie Buckmaster', 'Steve Harris')",,,,
,"('Ellen Harrington', 'Marcas Flindt')",,,,
,"('George Seneck', 'Todd Paternoster')",,,,
,"('Pete Grannis', 'Dennis Holbrook')",,,,
,"('James Little', 'Evan Williams')",,,,
,"('Robert Evans', 'Ed Stratton')",,,,
,"('Peter Flanagan', 'Therese Myers')",,,,
,"('Rob DeClue', 'James Bays')",,,,
,"('Linda Olin', 'Bradd Vickers')",,,,
,"('Peter Flanagan', 'James Little')",,,,
,"('Kenneth Barton', 'Ross Iannello')",,,,
,"('David Dunckel', 'Jerry Kreiner')",,,,
,"('Bob Thomas', 'Calvin Tillman')",,,,
,"('Kelly Branigan', 'Lou Allstadt')",,,,
,"('Jeffrey Blanchard', 'David DeClue')",,,,
,"('Therese Myers', 'Robert Jeffrey')",,,,
,"('Robert McCarthy', 'Laurie Buckmaster')",,,,
,"('Peter Flanagan', 'Linda Olin')",,,,
,"('Therese Myers', 'Pete Grannis')",,,,
,"('David DeClue', 'Tim Whitesell')",,,,
,"('Gary Simpson', 'Lawrence Wilcox')",,,,
,"('Donna Jones', 'Carl Ivarson')",,,,
,"('Steven Palmatier', 'Ken Fogerty')",,,,
,"('Kelly Branigan', 'Michael Miles')",,,,
,"('Jeffrey Blanchard', 'James Northrup')",,,,
,"('Pete Grannis', 'David DeClue')",,,,
,"('Adrian Kuzminski', 'James Maddalone')",,,,
,"('Steven Palmatier', 'Terry Stark')",,,,
,"('George Westcott', 'Tim Whitesell')",,,,
,"('Jack Cook', 'Lawrence Wilcox')",,,,
,"('Arrington Canor', 'Tim Whitesell')",,,,
,"('Barb Roberts', 'Ken Fogerty')",,,,
,"('Ken Smith', 'Carol Ralbag')",,,,
,"('Thomas Turner', 'Paul Hamilton')",,,,
,"('Evan Williams', 'Carol Ralbag')",,,,
,"('Evan Williams', 'Marcas Flindt')",,,,
,"('Peter Cordes', 'Tom Ives')",,,,
,"('Irmin Mody', 'Dennis Holbrook')",,,,
,"('Robert Jeffrey', 'Joseph Zaczek')",,,,
,"('Laurie Buckmaster', 'Todd Paternoster')",,,,
,"('Wilma Subra', 'Ken Smith')",,,,
,"('Joseph Zaczek', 'Florence Doller')",,,,
,"('Lawrence Wilcox', 'Scott Kurkowski')",,,,
,"('Peter Flanagan', 'Rob DeClue')",,,,
,"('Richard Schlag', 'Dennis Holbrook')",,,,
,"('Lou Allstadt', 'Paul Hamilton')",,,,
,"('Joseph Zaczek', 'David Law')",,,,
,"('Linda Olin', 'Barb Roberts')",,,,
,"('Ken Smith', 'Calvin Tillman')",,,,
,"('Jerry Kreiner', 'Lester Sittler')",,,,
,"('Jack Cook', 'Calvin Tillman')",,,,
,"('Barb Roberts', 'Todd Paternoster')",,,,
,"('Robert Jeffrey', 'James Maddalone')",,,,
,"('Linda Olin', 'Robert McCarthy')",,,,
,"('Brian Conover', 'Dennis Brown')",,,,
,"('Lawrence Wilcox', 'Clifford Crouch')",,,,
,"('James Little', 'Adrian Kuzminski')",,,,
,"('Andrew Cuomo', 'Ellen Harrington')",,,,
,"('Carl Ivarson', 'Joseph Zaczek')",,,,
,"('Robert Wansor', 'James Bays')",,,,
,"('Clifford Crouch', 'Florence Doller')",,,,
,"('George Seneck', 'Steven Palmatier')",,,,
,"('Kenneth Barton', 'Joseph Zaczek')",,,,
,"('Thomas Turner', 'Richard Downey')",,,,
,"('Wilma Subra', 'Bob Thomas')",,,,
,"('Bryant LaTourette', 'Ed Stratton')",,,,
,"('Michael Bernhardt', 'Jerry Kreiner')",,,,
,"('Nicole Dillingham', 'Bryant LaTourette')",,,,
,"('Michael Miles', 'David Dunckel')",,,,
,"('Shane Butler', 'Jerry Kreiner')",,,,
,"('Bryant LaTourette', 'James Bays')",,,,
,"('Ken Smith', 'Thomas Grace')",,,,
,"('Linda Olin', 'Todd Paternoster')",,,,
,"('Shane Butler', 'Clifford Crouch')",,,,
,"('Carl Ivarson', 'Ross Iannello')",,,,
,"('Shane Butler', 'Calvin Tillman')",,,,
,"('Ryan Holbrook', 'Evan Williams')",,,,
,"('Jeffrey Blanchard', 'Dennis Holbrook')",,,,
,"('Thomas Grace', 'George Westcott')",,,,
,"('Joseph Zaczek', 'Ross Iannello')",,,,
